Result of k-means clustering...
Object [3903] = 0;
Object [3904] = 0;
Object [3905] = 0;
Object [3906] = 1;
Object [3907] = 0;
Object [3908] = 0;
Object [3909] = 0;
Object [3910] = 0;
Object [3911] = 0;
Object [3912] = 1;
Object [3913] = 0;
Object [3914] = 0;
Object [3915] = 0;
Object [3916] = 0;
Object [3917] = 0;
Object [3918] = 0;
Object [3919] = 0;
Object [3920] = 0;
Object [3921] = 0;
Object [3922] = 0;
Object [3923] = 0;
Object [3924] = 0;
Object [3925] = 0;
Object [3926] = 0;
Object [3927] = 0;
Object [3928] = 0;
Object [3929] = 0;
Object [3930] = 0;
Object [3931] = 0;
Object [3932] = 1;
Object [3933] = 0;
Object [3934] = 0;
Object [3935] = 0;
Object [3936] = 0;
Object [3937] = 0;
Object [3938] = 0;
Object [3939] = 0;
Object [3940] = 1;
Object [3941] = 0;
Object [3942] = 0;
Object [3943] = 1;
Object [3944] = 0;
Object [3945] = 0;
Object [3946] = 0;
Object [3947] = 0;
Object [3948] = 0;
Object [3949] = 0;
Object [3950] = 0;
Object [3951] = 0;
Object [3952] = 0;
Object [3953] = 0;
Object [3954] = 1;
Object [3955] = 0;
Object [3956] = 0;
Object [3957] = 0;
Object [3958] = 1;
Object [3959] = 0;
Object [3960] = 0;
Object [3961] = 0;
Object [3962] = 0;
Object [3963] = 0;
Object [3964] = 0;
Object [3965] = 0;
Object [3966] = 0;
Object [3967] = 0;
Object [3968] = 0;
Object [3969] = 0;
Object [3970] = 0;
Object [3971] = 0;
Object [3972] = 0;
Object [3973] = 0;
Object [3974] = 0;
Object [3975] = 0;
Object [3976] = 0;
Object [3977] = 0;
Object [3978] = 0;
Object [3979] = 0;
Object [3980] = 0;
Object [3981] = 0;
Object [3982] = 0;
Object [3983] = 0;
Object [3984] = 0;
Object [3985] = 0;
Object [3986] = 0;
Object [3987] = 0;
Object [3988] = 0;
Object [3989] = 0;
Object [3990] = 0;
Object [3991] = 0;
Object [3992] = 0;
Object [3993] = 0;
Object [3994] = 0;
Object [3995] = 0;
Object [3996] = 0;
Object [3997] = 0;
Object [3998] = 1;
Object [3999] = 0;
Object [4000] = 0;
Object [4001] = 0;
Object [4002] = 0;
Object [4003] = 0;
Object [4004] = 0;
Object [4005] = 0;
Object [4006] = 0;
Object [4007] = 0;
Object [4008] = 0;
Object [4009] = 0;
Object [4010] = 0;
Object [4011] = 0;
Object [4012] = 0;
Object [4013] = 0;
Object [4014] = 0;
Object [4015] = 0;
Object [4016] = 0;
Object [4017] = 0;
Object [4018] = 0;
Object [4019] = 0;
Object [4020] = 0;
Object [4021] = 0;
Object [4022] = 0;
Object [4023] = 0;
Object [4024] = 0;
Object [4025] = 0;
Object [4026] = 0;
Object [4027] = 0;
Object [4028] = 1;
Object [4029] = 0;
Object [4030] = 0;
Object [4031] = 0;
Object [4032] = 0;
Object [4033] = 0;
Object [4034] = 1;
Object [4035] = 0;
Object [4036] = 0;
Object [4037] = 0;
Object [4038] = 0;
Object [4039] = 0;
Object [4040] = 0;
Object [4041] = 0;
Object [4042] = 0;
Object [4043] = 0;
Object [4044] = 0;
Object [4045] = 0;
Object [4046] = 0;
Object [4047] = 0;
Object [4048] = 0;
Object [4049] = 0;
Object [4050] = 0;
Object [4051] = 0;
Object [4052] = 0;
Object [4053] = 0;
Object [4054] = 0;
Object [4055] = 0;
Object [4056] = 0;
Object [4057] = 0;
Object [4058] = 0;
Object [4059] = 0;
Object [4060] = 0;
Object [4061] = 1;
Object [4062] = 0;
Object [4063] = 0;
Object [4064] = 0;
Object [4065] = 0;
Object [4066] = 0;
Object [4067] = 0;
Object [4068] = 0;
Object [4069] = 0;
Object [4070] = 0;
Object [4071] = 0;
Object [4072] = 0;
Object [4073] = 0;
Object [4074] = 0;
Object [4075] = 0;
Object [4076] = 0;
Object [4077] = 0;
Object [4078] = 0;
Object [4079] = 0;
Object [4080] = 0;
Object [4081] = 1;
Object [4082] = 0;
Object [4083] = 0;
Object [4084] = 0;
Object [4085] = 0;
Object [4086] = 0;
Object [4087] = 0;
Object [4088] = 0;
Object [4089] = 0;
Object [4090] = 0;
Object [4091] = 0;
Object [4092] = 0;
Object [4093] = 0;
Object [4094] = 0;
Object [4095] = 0;
Object [4096] = 0;
Object [4097] = 0;
Object [4098] = 0;
Object [4099] = 0;
Object [4100] = 0;
Object [4101] = 0;
Object [4102] = 1;
Object [4103] = 0;
Object [4104] = 0;
Object [4105] = 1;
Object [4106] = 0;
Object [4107] = 0;
Object [4108] = 0;
Object [4109] = 0;
Object [4110] = 0;
Object [4111] = 0;
Object [4112] = 0;
Object [4113] = 0;
Object [4114] = 0;
Object [4115] = 0;
Object [4116] = 0;
Object [4117] = 0;
Object [4118] = 1;
Object [4119] = 0;
Object [4120] = 0;
Object [4121] = 0;
Object [4122] = 0;
Object [4123] = 0;
Object [4124] = 0;
Object [4125] = 0;
Object [4126] = 0;
Object [4127] = 0;
Object [4128] = 0;
Object [4129] = 0;
Object [4130] = 1;
Object [4131] = 0;
Object [4132] = 0;
Object [4133] = 0;
Object [4134] = 0;
Object [4135] = 0;
Object [4136] = 0;
Object [4137] = 0;
Object [4138] = 0;
Object [4139] = 0;
Object [4140] = 1;
Object [4141] = 0;
Object [4142] = 0;
Object [4143] = 0;
Object [4144] = 0;
Object [4145] = 0;
Object [4146] = 0;
Object [4147] = 0;
Object [4148] = 0;
Object [4149] = 0;
Object [4150] = 0;
Object [4151] = 0;
Object [4152] = 1;
Object [4153] = 1;
Object [4154] = 0;
Object [4155] = 0;
Object [4156] = 0;
Object [4157] = 0;
Object [4158] = 1;
Object [4159] = 0;
Object [4160] = 0;
Object [4161] = 0;
Object [4162] = 0;
Object [4163] = 0;
Object [4164] = 0;
Object [4165] = 0;
Object [4166] = 0;
Object [4167] = 0;
Object [4168] = 0;
Object [4169] = 0;
Object [4170] = 0;
Object [4171] = 0;
Object [4172] = 0;
Object [4173] = 0;
Object [4174] = 0;
Object [4175] = 0;
Object [4176] = 1;
Object [4177] = 0;
Object [4178] = 0;
Object [4179] = 0;
Object [4180] = 0;
Object [4181] = 0;
Object [4182] = 0;
Object [4183] = 0;
Object [4184] = 0;
Object [4185] = 0;
Object [4186] = 0;
Object [4187] = 0;
Object [4188] = 0;
Object [4189] = 0;
Object [4190] = 0;
Object [4191] = 1;
Object [4192] = 0;
Object [4193] = 0;
Object [4194] = 0;
Object [4195] = 0;
Object [4196] = 0;
Object [4197] = 0;
Object [4198] = 0;
Object [4199] = 0;
Object [4200] = 0;
Object [4201] = 0;
Object [4202] = 0;
Object [4203] = 0;
Object [4204] = 0;
Object [4205] = 0;
Object [4206] = 0;
Object [4207] = 1;
Object [4208] = 0;
Object [4209] = 0;
Object [4210] = 0;
Object [4211] = 0;
Object [4212] = 0;
Object [4213] = 0;
Object [4214] = 1;
Object [4215] = 0;
Object [4216] = 1;
Object [4217] = 0;
Object [4218] = 0;
Object [4219] = 0;
Object [4220] = 1;
Object [4221] = 0;
Object [4222] = 0;
Object [4223] = 0;
Object [4224] = 0;
Object [4225] = 0;
Object [4226] = 0;
Object [4227] = 1;
Object [4228] = 0;
Object [4229] = 0;
Object [4230] = 0;
Object [4231] = 0;
Object [4232] = 0;
Object [4233] = 0;
Object [4234] = 0;
Object [4235] = 0;
Object [4236] = 0;
Object [4237] = 0;
Object [4238] = 0;
Object [4239] = 0;
Object [4240] = 1;
Object [4241] = 0;
Object [4242] = 0;
Object [4243] = 0;
Object [4244] = 0;
Object [4245] = 0;
Object [4246] = 0;
Object [4247] = 0;
Object [4248] = 0;
Object [4249] = 0;
Object [4250] = 0;
Object [4251] = 0;
Object [4252] = 1;
Object [4253] = 0;
Object [4254] = 1;
Object [4255] = 0;
Object [4256] = 0;
Object [4257] = 0;
Object [4258] = 0;
Object [4259] = 0;
Object [4260] = 0;
Object [4261] = 0;
Object [4262] = 0;
Object [4263] = 0;
Object [4264] = 0;
Object [4265] = 0;
Object [4266] = 0;
Object [4267] = 0;
Object [4268] = 0;
Object [4269] = 0;
Object [4270] = 0;
Object [4271] = 0;
Object [4272] = 0;
Object [4273] = 0;
Object [4274] = 0;
Object [4275] = 0;
Object [4276] = 0;
Object [4277] = 0;
Object [4278] = 0;
Object [4279] = 1;
Object [4280] = 0;
Object [4281] = 0;
Object [4282] = 0;
Object [4283] = 1;
Object [4284] = 0;
Object [4285] = 0;
Object [4286] = 0;
Object [4287] = 1;
Object [4288] = 1;
Object [4289] = 1;
Object [4290] = 0;
Object [4291] = 0;
Object [4292] = 1;
Object [4293] = 0;
Object [4294] = 0;
Object [4295] = 1;
Object [4296] = 0;
Object [4297] = 0;
Object [4298] = 0;
Object [4299] = 0;
Object [4300] = 0;
Object [4301] = 1;
Object [4302] = 0;
Object [4303] = 1;
Object [4304] = 0;
Object [4305] = 0;
Object [4306] = 0;
Object [4307] = 0;
Object [4308] = 0;
Object [4309] = 0;
Object [4310] = 0;
Object [4311] = 0;
Object [4312] = 0;
Object [4313] = 0;
Object [4314] = 0;
Object [4315] = 0;
Object [4316] = 0;
Object [4317] = 0;
Object [4318] = 0;
Object [4319] = 1;
Object [4320] = 0;
Object [4321] = 0;
Object [4322] = 0;
Object [4323] = 0;
Object [4324] = 0;
Object [4325] = 0;
Object [4326] = 0;
Object [4327] = 0;
Object [4328] = 0;
Object [4329] = 0;
Object [4330] = 0;
Object [4331] = 1;
Object [4332] = 0;
Object [4333] = 0;
Object [4334] = 0;
Object [4335] = 0;
Object [4336] = 0;
Object [4337] = 0;
Object [4338] = 0;
Object [4339] = 0;
Object [4340] = 0;
Object [4341] = 0;
Object [4342] = 0;
Object [4343] = 0;
Object [4344] = 0;
Object [4345] = 0;
Object [4346] = 1;
Object [4347] = 0;
Object [4348] = 0;
Object [4349] = 1;
Object [4350] = 0;
Object [4351] = 0;
Object [4352] = 1;
Object [4353] = 1;
Object [4354] = 0;
Object [4355] = 0;
Object [4356] = 0;
Object [4357] = 0;
Object [4358] = 0;
Object [4359] = 0;
Object [4360] = 0;
Object [4361] = 1;
Object [4362] = 0;
Object [4363] = 0;
Object [4364] = 0;
Object [4365] = 0;
Object [4366] = 0;
Object [4367] = 0;
Object [4368] = 1;
Object [4369] = 0;
Object [4370] = 1;
Object [4371] = 0;
Object [4372] = 1;
Object [4373] = 0;
Object [4374] = 0;
Object [4375] = 0;
Object [4376] = 0;
Object [4377] = 0;
Object [4378] = 1;
Object [4379] = 0;
Object [4380] = 0;
Object [4381] = 0;
Object [4382] = 0;
Object [4383] = 0;
Object [4384] = 0;
Object [4385] = 0;
Object [4386] = 0;
Object [4387] = 1;
Object [4388] = 0;
Object [4389] = 0;
Object [4390] = 0;
Object [4391] = 0;
Object [4392] = 0;
Object [4393] = 0;
Object [4394] = 0;
Object [4395] = 0;
Object [4396] = 0;
Object [4397] = 0;
Object [4398] = 0;
Object [4399] = 0;
Object [4400] = 0;
Object [4401] = 0;
Object [4402] = 0;
Object [4403] = 0;
Object [4404] = 0;
Object [4405] = 0;
Object [4406] = 0;
Object [4407] = 0;
Object [4408] = 0;
Object [4409] = 0;
Object [4410] = 0;
Object [4411] = 0;
Object [4412] = 0;
Object [4413] = 0;
Object [4414] = 0;
Object [4415] = 0;
Object [4416] = 0;
Object [4417] = 0;
Object [4418] = 0;
Object [4419] = 0;
Object [4420] = 0;
Object [4421] = 0;
Object [4422] = 0;
Object [4423] = 0;
Object [4424] = 0;
Object [4425] = 0;
Object [4426] = 0;
Object [4427] = 1;
Object [4428] = 0;
Object [4429] = 0;
Object [4430] = 0;
Object [4431] = 0;
Object [4432] = 0;
Object [4433] = 0;
Object [4434] = 0;
Object [4435] = 0;
Object [4436] = 0;
Object [4437] = 0;
Object [4438] = 0;
Object [4439] = 0;
Object [4440] = 0;
Object [4441] = 0;
Object [4442] = 0;
Object [4443] = 0;
Object [4444] = 0;
Object [4445] = 0;
Object [4446] = 0;
Object [4447] = 0;
Object [4448] = 0;
Object [4449] = 0;
Object [4450] = 0;
Object [4451] = 0;
Object [4452] = 0;
Object [4453] = 0;
Object [4454] = 0;
Object [4455] = 0;
Object [4456] = 0;
Object [4457] = 0;
Object [4458] = 0;
Object [4459] = 0;
Object [4460] = 0;
Object [4461] = 0;
Object [4462] = 1;
Object [4463] = 0;
Object [4464] = 0;
Object [4465] = 0;
Object [4466] = 0;
Object [4467] = 0;
Object [4468] = 0;
Object [4469] = 0;
Object [4470] = 0;
Object [4471] = 1;
Object [4472] = 0;
Object [4473] = 0;
Object [4474] = 0;
Object [4475] = 0;
Object [4476] = 0;
Object [4477] = 0;
Object [4478] = 0;
Object [4479] = 0;
Object [4480] = 1;
Object [4481] = 0;
Object [4482] = 0;
Object [4483] = 0;
Object [4484] = 0;
Object [4485] = 0;
Object [4486] = 0;
Object [4487] = 1;
Object [4488] = 0;
Object [4489] = 0;
Object [4490] = 0;
Object [4491] = 0;
Object [4492] = 0;
Object [4493] = 0;
Object [4494] = 0;
Object [4495] = 0;
Object [4496] = 0;
Object [4497] = 0;
Object [4498] = 0;
Object [4499] = 1;
Object [4500] = 0;
Object [4501] = 0;
Object [4502] = 1;
Object [4503] = 0;
Object [4504] = 0;
Object [4505] = 0;
Object [4506] = 0;
Object [4507] = 0;
Object [4508] = 0;
Object [4509] = 0;
Object [4510] = 0;
Object [4511] = 0;
Object [4512] = 0;
Object [4513] = 0;
Object [4514] = 0;
Object [4515] = 0;
Object [4516] = 0;
Object [4517] = 0;
Object [4518] = 0;
Object [4519] = 0;
Object [4520] = 0;
Object [4521] = 0;
Object [4522] = 0;
Object [4523] = 0;
Object [4524] = 0;
Object [4525] = 0;
Object [4526] = 0;
Object [4527] = 0;
Object [4528] = 0;
Object [4529] = 0;
Object [4530] = 0;
Object [4531] = 0;
Object [4532] = 0;
Object [4533] = 0;
Object [4534] = 0;
Object [4535] = 0;
Object [4536] = 0;
Object [4537] = 0;
Object [4538] = 0;
Object [4539] = 1;
Object [4540] = 0;
Object [4541] = 0;
Object [4542] = 0;
Object [4543] = 0;
Object [4544] = 0;
Object [4545] = 0;
Object [4546] = 0;
Object [4547] = 0;
Object [4548] = 0;
Object [4549] = 1;
Object [4550] = 0;
Object [4551] = 0;
Object [4552] = 0;
Object [4553] = 0;
Object [4554] = 0;
Object [4555] = 1;
Object [4556] = 0;
Object [4557] = 0;
Object [4558] = 0;
Object [4559] = 0;
Object [4560] = 0;
Object [4561] = 0;
Object [4562] = 0;
Object [4563] = 0;
Object [4564] = 0;
Object [4565] = 0;
Object [4566] = 0;
Object [4567] = 0;
Object [4568] = 0;
Object [4569] = 0;
Object [4570] = 0;
Object [4571] = 0;
Object [4572] = 0;
Object [4573] = 0;
Object [4574] = 0;
Object [4575] = 0;
Object [4576] = 0;
Object [4577] = 0;
Object [4578] = 0;
Object [4579] = 0;
Object [4580] = 0;
Object [4581] = 0;
Object [4582] = 0;
Object [4583] = 0;
Object [4584] = 0;
Object [4585] = 0;
Object [4586] = 0;
Object [4587] = 0;
Object [4588] = 0;
Object [4589] = 0;
Object [4590] = 0;
Object [4591] = 0;
Object [4592] = 0;
Object [4593] = 0;
Object [4594] = 0;
Object [4595] = 0;
Object [4596] = 0;
Object [4597] = 0;
Object [4598] = 0;
Object [4599] = 0;
Object [4600] = 0;

